Folder,filename,QR-Code,Plotnr,R4Snr,Genotyp,row,col,Score_JLU,Score_GAU,diff,source_csv,Score,mean_score,disagreement,is_high_quality,extracted_date,extracted_bbch,image_path,file_exists,plot_group
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132410.jpg,238_R4S_162_Recital_40_3,238.0,162.0,Recital,40.0,3.0,15.0,8.0,7.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,11.5,7.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132410.jpg,True,238_R4S_162_Recital_40_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132417.jpg,238_R4S_162_Recital_40_3,238.0,162.0,Recital,40.0,3.0,12.0,7.5,4.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,9.75,4.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132417.jpg,True,238_R4S_162_Recital_40_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132424.jpg,238_R4S_162_Recital_40_3,238.0,162.0,Recital,40.0,3.0,10.0,2.5,7.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,6.25,7.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132424.jpg,True,238_R4S_162_Recital_40_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132437.jpg,243_R4S_515_R31_41_3,243.0,515.0,R31,41.0,3.0,4.0,7.5,3.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,5.75,3.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132437.jpg,True,243_R4S_515_R31_41_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132444.jpg,243_R4S_515_R31_41_3,243.0,515.0,R31,41.0,3.0,2.0,1.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,1.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132444.jpg,True,243_R4S_515_R31_41_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132451.jpg,243_R4S_515_R31_41_3,243.0,515.0,R31,41.0,3.0,25.0,10.5,14.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,17.75,14.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132451.jpg,True,243_R4S_515_R31_41_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132506.jpg,250_R4S_299_Liragruen_42_3,250.0,299.0,Liragruen,42.0,3.0,2.0,3.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,2.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132506.jpg,True,250_R4S_299_Liragruen_42_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132518.jpg,250_R4S_299_Liragruen_42_3,250.0,299.0,Liragruen,42.0,3.0,5.0,5.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,5.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132518.jpg,True,250_R4S_299_Liragruen_42_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132528.jpg,250_R4S_299_Liragruen_42_3,250.0,299.0,Liragruen,42.0,3.0,10.0,13.5,3.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,11.75,3.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132528.jpg,True,250_R4S_299_Liragruen_42_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132543.jpg,255_R4S_226_Lilian_43_3,255.0,226.0,Lilian,43.0,3.0,25.0,9.5,15.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,17.25,15.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132543.jpg,True,255_R4S_226_Lilian_43_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132550.jpg,255_R4S_226_Lilian_43_3,255.0,226.0,Lilian,43.0,3.0,2.0,8.5,6.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,5.25,6.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132550.jpg,True,255_R4S_226_Lilian_43_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132559.jpg,255_R4S_226_Lilian_43_3,255.0,226.0,Lilian,43.0,3.0,15.0,14.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,14.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132559.jpg,True,255_R4S_226_Lilian_43_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132617.jpg,262_R4S_234_Yephir_44_3,262.0,234.0,Yephir,44.0,3.0,35.0,18.5,16.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,26.75,16.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132617.jpg,True,262_R4S_234_Yephir_44_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132625.jpg,262_R4S_234_Yephir_44_3,262.0,234.0,Yephir,44.0,3.0,35.0,23.0,12.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,29.0,12.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132625.jpg,True,262_R4S_234_Yephir_44_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132633.jpg,262_R4S_234_Yephir_44_3,262.0,234.0,Yephir,44.0,3.0,1.0,0.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,0.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132633.jpg,True,262_R4S_234_Yephir_44_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132648.jpg,267_R4S_290_Trebicska_45_3,267.0,290.0,Trebicska,45.0,3.0,30.0,15.5,14.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,22.75,14.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132648.jpg,True,267_R4S_290_Trebicska_45_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132656.jpg,267_R4S_290_Trebicska_45_3,267.0,290.0,Trebicska,45.0,3.0,18.0,8.0,10.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,13.0,10.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132656.jpg,True,267_R4S_290_Trebicska_45_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132705.jpg,267_R4S_290_Trebicska_45_3,267.0,290.0,Trebicska,45.0,3.0,8.0,8.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,8.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132705.jpg,True,267_R4S_290_Trebicska_45_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132724.jpg,274_R4S_163_Magnum_46_3,274.0,163.0,Magnum,46.0,3.0,3.0,5.0,2.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,4.0,2.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132724.jpg,True,274_R4S_163_Magnum_46_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132731.jpg,274_R4S_163_Magnum_46_3,274.0,163.0,Magnum,46.0,3.0,8.0,8.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,8.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132731.jpg,True,274_R4S_163_Magnum_46_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132738.jpg,274_R4S_163_Magnum_46_3,274.0,163.0,Magnum,46.0,3.0,7.0,7.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132738.jpg,True,274_R4S_163_Magnum_46_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132753.jpg,279_R4S_542_Smaragd_47_3,279.0,542.0,Smaragd,47.0,3.0,2.0,20.5,18.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,11.25,18.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132753.jpg,True,279_R4S_542_Smaragd_47_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132801.jpg,279_R4S_542_Smaragd_47_3,279.0,542.0,Smaragd,47.0,3.0,3.0,12.5,9.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.75,9.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132801.jpg,True,279_R4S_542_Smaragd_47_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132808.jpg,279_R4S_542_Smaragd_47_3,279.0,542.0,Smaragd,47.0,3.0,2.0,2.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,2.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132808.jpg,True,279_R4S_542_Smaragd_47_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132821.jpg,286_R4S_262_Lord_48_3,286.0,262.0,Lord,48.0,3.0,7.0,3.5,3.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,5.25,3.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132821.jpg,True,286_R4S_262_Lord_48_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132829.jpg,286_R4S_262_Lord_48_3,286.0,262.0,Lord,48.0,3.0,8.0,12.0,4.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.0,4.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132829.jpg,True,286_R4S_262_Lord_48_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132836.jpg,286_R4S_262_Lord_48_3,286.0,262.0,Lord,48.0,3.0,8.0,7.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132836.jpg,True,286_R4S_262_Lord_48_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132849.jpg,291_R4S_362_BRAUNER SCHNITTKOHL_49_3,291.0,362.0,BRAUNER SCHNITTKOHL,49.0,3.0,15.0,16.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,15.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132849.jpg,True,291_R4S_362_BRAUNER SCHNITTKOHL_49_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132855.jpg,291_R4S_362_BRAUNER SCHNITTKOHL_49_3,291.0,362.0,BRAUNER SCHNITTKOHL,49.0,3.0,23.0,6.5,16.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,14.75,16.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132855.jpg,True,291_R4S_362_BRAUNER SCHNITTKOHL_49_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132902.jpg,291_R4S_362_BRAUNER SCHNITTKOHL_49_3,291.0,362.0,BRAUNER SCHNITTKOHL,49.0,3.0,15.0,5.0,10.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.0,10.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132902.jpg,True,291_R4S_362_BRAUNER SCHNITTKOHL_49_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132914.jpg,298_R4S_484_R75_50_3,298.0,484.0,R75,50.0,3.0,32.0,4.0,28.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,18.0,28.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132914.jpg,True,298_R4S_484_R75_50_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132919.jpg,298_R4S_484_R75_50_3,298.0,484.0,R75,50.0,3.0,28.0,4.5,23.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,16.25,23.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132919.jpg,True,298_R4S_484_R75_50_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_132926.jpg,298_R4S_484_R75_50_3,298.0,484.0,R75,50.0,3.0,38.0,12.0,26.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,25.0,26.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132926.jpg,True,298_R4S_484_R75_50_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_133005.jpg,303_R4S_301_Parapluie_51_3,303.0,301.0,Parapluie,51.0,3.0,23.0,26.0,3.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,24.5,3.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_133005.jpg,True,303_R4S_301_Parapluie_51_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_133010.jpg,303_R4S_301_Parapluie_51_3,303.0,301.0,Parapluie,51.0,3.0,25.0,17.0,8.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,21.0,8.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_133010.jpg,True,303_R4S_301_Parapluie_51_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_133018.jpg,303_R4S_301_Parapluie_51_3,303.0,301.0,Parapluie,51.0,3.0,15.0,6.5,8.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.75,8.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_133018.jpg,True,303_R4S_301_Parapluie_51_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_133030.jpg,310_Smaragd_52_3,310.0,,Smaragd,52.0,3.0,25.0,14.5,10.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,19.75,10.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_133030.jpg,True,310_Smaragd_52_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_133035.jpg,310_Smaragd_52_3,310.0,,Smaragd,52.0,3.0,15.0,16.5,1.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,15.75,1.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_133035.jpg,True,310_Smaragd_52_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_133044.jpg,310_Smaragd_52_3,310.0,,Smaragd,52.0,3.0,15.0,22.0,7.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,18.5,7.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_133044.jpg,True,310_Smaragd_52_3
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151358.jpg,4_Smaragd_1_4,4.0,,Smaragd,1.0,4.0,25.0,21.0,4.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,23.0,4.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151358.jpg,True,4_Smaragd_1_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151403.jpg,4_Smaragd_1_4,4.0,,Smaragd,1.0,4.0,5.0,5.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,5.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151403.jpg,True,4_Smaragd_1_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151409.jpg,4_Smaragd_1_4,4.0,,Smaragd,1.0,4.0,7.0,7.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151409.jpg,True,4_Smaragd_1_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151424.jpg,9_R4S_503_Express 617_2_4,9.0,503.0,Express 617,2.0,4.0,30.0,3.5,26.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,16.75,26.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151424.jpg,True,9_R4S_503_Express 617_2_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151432.jpg,9_R4S_503_Express 617_2_4,9.0,503.0,Express 617,2.0,4.0,2.0,12.5,10.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.25,10.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151432.jpg,True,9_R4S_503_Express 617_2_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151439.jpg,9_R4S_503_Express 617_2_4,9.0,503.0,Express 617,2.0,4.0,8.0,2.5,5.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,5.25,5.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151439.jpg,True,9_R4S_503_Express 617_2_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151505.jpg,16_R4S_459_S14_3_4,16.0,459.0,S14,3.0,4.0,15.0,4.5,10.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,9.75,10.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151505.jpg,True,16_R4S_459_S14_3_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151512.jpg,16_R4S_459_S14_3_4,16.0,459.0,S14,3.0,4.0,9.0,4.0,5.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,6.5,5.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151512.jpg,True,16_R4S_459_S14_3_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151523.jpg,16_R4S_459_S14_3_4,16.0,459.0,S14,3.0,4.0,3.0,4.5,1.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,3.75,1.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151523.jpg,True,16_R4S_459_S14_3_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151533.jpg,21_R4S_278_Libritta_4_4,21.0,278.0,Libritta,4.0,4.0,1.0,2.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,1.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151533.jpg,True,21_R4S_278_Libritta_4_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151540.jpg,21_R4S_278_Libritta_4_4,21.0,278.0,Libritta,4.0,4.0,3.0,4.5,1.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,3.75,1.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151540.jpg,True,21_R4S_278_Libritta_4_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151548.jpg,21_R4S_278_Libritta_4_4,21.0,278.0,Libritta,4.0,4.0,2.0,2.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,2.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151548.jpg,True,21_R4S_278_Libritta_4_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151602.jpg,28_R4S_348_Wilhelmsburger_5_4,28.0,348.0,Wilhelmsburger,5.0,4.0,2.0,3.5,1.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,2.75,1.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151602.jpg,True,28_R4S_348_Wilhelmsburger_5_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151613.jpg,28_R4S_348_Wilhelmsburger_5_4,28.0,348.0,Wilhelmsburger,5.0,4.0,7.0,7.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151613.jpg,True,28_R4S_348_Wilhelmsburger_5_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151621.jpg,28_R4S_348_Wilhelmsburger_5_4,28.0,348.0,Wilhelmsburger,5.0,4.0,18.0,13.5,4.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,15.75,4.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151621.jpg,True,28_R4S_348_Wilhelmsburger_5_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151633.jpg,33_R4S_281_Madora_6_4,33.0,281.0,Madora,6.0,4.0,10.0,6.0,4.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,8.0,4.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151633.jpg,True,33_R4S_281_Madora_6_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151642.jpg,33_R4S_281_Madora_6_4,33.0,281.0,Madora,6.0,4.0,10.0,4.5,5.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,7.25,5.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151642.jpg,True,33_R4S_281_Madora_6_4
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_151650.jpg,33_R4S_281_Madora_6_4,33.0,281.0,Madora,6.0,4.0,35.0,13.5,21.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,24.25,21.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151650.jpg,True,33_R4S_281_Madora_6_4
